Strain,Rec,date,transfer,plateID,wellID,wellCol,wellRow,Treatment,Replicate,Environment,OD
AB3,Rec+,020820,T05,CMB AB3 SHIFT 1,C4,4,C,Combination,3,B,0.07
AB3,Rec+,020820,T05,CMB AB3 SHIFT 1,C5,5,C,Combination,3,B,0.068
AB3,Rec+,020820,T05,CMB AB3 SHIFT 1,C6,6,C,Combination,3,B,0.067
AB3,Rec+,020820,T05,CMB AB3 SHIFT 1,D1,1,D,Combination,4,X,0.814
AB3,Rec+,020820,T05,CMB AB3 SHIFT 1,D2,2,D,Combination,4,X,0.688
AB3,Rec+,020820,T05,CMB AB3 SHIFT 1,D3,3,D,Combination,4,X,0.687
AB3,Rec+,020820,T05,CMB AB3 SHIFT 1,D4,4,D,Combination,4,B,0.078
AB3,Rec+,020820,T05,CMB AB3 SHIFT 1,D5,5,D,Combination,4,B,0.067
AB3,Rec+,020820,T05,CMB AB3 SHIFT 1,D6,6,D,Combination,4,B,0.07
AB3,Rec+,020820,T05,NOD SHIFT 1,A1,1,A,No drug,1,X,1.112
AB3,Rec+,020820,T05,NOD SHIFT 1,A2,2,A,No drug,1,X,0.958
AB3,Rec+,020820,T05,NOD SHIFT 1,A3,3,A,No drug,1,X,0.964
AB3,Rec+,020820,T05,NOD SHIFT 1,A4,4,A,No drug,1,X,0.957
AB3,Rec+,020820,T05,NOD SHIFT 1,A5,5,A,No drug,1,X,0.947
AB3,Rec+,020820,T05,NOD SHIFT 1,A6,6,A,No drug,1,X,0.986
AB3,Rec+,020820,T05,NOD SHIFT 1,B1,1,B,No drug,2,X,0.881
AB3,Rec+,020820,T05,NOD SHIFT 1,B2,2,B,No drug,2,X,0.892
AB3,Rec+,020820,T05,NOD SHIFT 1,B3,3,B,No drug,2,X,0.881
AB3,Rec+,020820,T05,NOD SHIFT 1,B4,4,B,No drug,2,X,0.874
AB3,Rec+,020820,T05,NOD SHIFT 1,B5,5,B,No drug,2,X,0.872
AB3,Rec+,020820,T05,NOD SHIFT 1,B6,6,B,No drug,2,X,1.007
AB3,Rec+,020820,T05,NOD SHIFT 1,C1,1,C,No drug,3,X,1.452
AB3,Rec+,020820,T05,NOD SHIFT 1,C2,2,C,No drug,3,X,1.343
AB3,Rec+,020820,T05,NOD SHIFT 1,C3,3,C,No drug,3,X,1.262
AB3,Rec+,020820,T05,NOD SHIFT 1,C4,4,C,No drug,3,X,1.063
AB3,Rec+,020820,T05,NOD SHIFT 1,C5,5,C,No drug,3,X,1.165
AB3,Rec+,020820,T05,NOD SHIFT 1,C6,6,C,No drug,3,X,1.055
AB3,Rec+,020820,T05,NOD SHIFT 1,D1,1,D,No drug,4,X,1.309
AB3,Rec+,020820,T05,NOD SHIFT 1,D2,2,D,No drug,4,X,1.749
AB3,Rec+,020820,T05,NOD SHIFT 1,D3,3,D,No drug,4,X,1.303
AB3,Rec+,020820,T05,NOD SHIFT 1,D4,4,D,No drug,4,X,1.305
AB3,Rec+,020820,T05,NOD SHIFT 1,D5,5,D,No drug,4,X,1.194
AB3,Rec+,020820,T05,NOD SHIFT 1,D6,6,D,No drug,4,X,1.16
AB3,Rec+,020820,T05,STR AB3 SHIFT 2,A1,1,A,STP only,5,X,0.876
AB3,Rec+,020820,T05,STR AB3 SHIFT 2,A2,2,A,STP only,5,X,0.889
AB3,Rec+,020820,T05,STR AB3 SHIFT 2,A3,3,A,STP only,5,X,0.895
AB3,Rec+,020820,T05,STR AB3 SHIFT 2,A4,4,A,STP only,5,S,0.952
AB3,Rec+,020820,T05,STR AB3 SHIFT 2,A5,5,A,STP only,5,S,0.942
AB3,Rec+,020820,T05,STR AB3 SHIFT 2,A6,6,A,STP only,5,S,0.954
AB3,Rec+,020820,T05,STR AB3 SHIFT 2,B1,1,B,STP only,6,X,0.903
AB3,Rec+,020820,T05,STR AB3 SHIFT 2,B2,2,B,STP only,6,X,0.826
AB3,Rec+,020820,T05,STR AB3 SHIFT 2,B3,3,B,STP only,6,X,0.863
AB3,Rec+,020820,T05,STR AB3 SHIFT 2,B4,4,B,STP only,6,S,0.869
AB3,Rec+,020820,T05,STR AB3 SHIFT 2,B5,5,B,STP only,6,S,0.88
AB3,Rec+,020820,T05,STR AB3 SHIFT 2,B6,6,B,STP only,6,S,0.845
AB3,Rec+,020820,T05,STR AB3 SHIFT 2,C1,1,C,STP only,7,X,0.946
AB3,Rec+,020820,T05,STR AB3 SHIFT 2,C2,2,C,STP only,7,X,0.705
AB3,Rec+,020820,T05,STR AB3 SHIFT 2,C3,3,C,STP only,7,X,0.734
AB3,Rec+,020820,T05,STR AB3 SHIFT 2,C4,4,C,STP only,7,S,0.792
AB3,Rec+,020820,T05,STR AB3 SHIFT 2,C5,5,C,STP only,7,S,0.817
AB3,Rec+,020820,T05,STR AB3 SHIFT 2,C6,6,C,STP only,7,S,0.738
AB3,Rec+,020820,T05,STR AB3 SHIFT 2,D1,1,D,STP only,8,X,1.16
AB3,Rec+,020820,T05,STR AB3 SHIFT 2,D2,2,D,STP only,8,X,0.521
AB3,Rec+,020820,T05,STR AB3 SHIFT 2,D3,3,D,STP only,8,X,0.49
AB3,Rec+,020820,T05,STR AB3 SHIFT 2,D4,4,D,STP only,8,S,0.668
AB3,Rec+,020820,T05,STR AB3 SHIFT 2,D5,5,D,STP only,8,S,0.639
AB3,Rec+,020820,T05,STR AB3 SHIFT 2,D6,6,D,STP only,8,S,0.62
AB3,Rec+,020820,T05,RIF AB3 SHIFT 2,A1,1,A,RIF only,5,X,0.968
AB3,Rec+,020820,T05,RIF AB3 SHIFT 2,A2,2,A,RIF only,5,X,0.976
AB3,Rec+,020820,T05,RIF AB3 SHIFT 2,A3,3,A,RIF only,5,X,0.88
AB3,Rec+,020820,T05,RIF AB3 SHIFT 2,A4,4,A,RIF only,5,R,0.84
AB3,Rec+,020820,T05,RIF AB3 SHIFT 2,A5,5,A,RIF only,5,R,0.835
AB3,Rec+,020820,T05,RIF AB3 SHIFT 2,A6,6,A,RIF only,5,R,0.901
AB3,Rec+,020820,T05,RIF AB3 SHIFT 2,B1,1,B,RIF only,6,X,0.934
AB3,Rec+,020820,T05,RIF AB3 SHIFT 2,B2,2,B,RIF only,6,X,0.897
AB3,Rec+,020820,T05,RIF AB3 SHIFT 2,B3,3,B,RIF only,6,X,0.867
AB3,Rec+,020820,T05,RIF AB3 SHIFT 2,B4,4,B,RIF only,6,R,0.858
AB3,Rec+,020820,T05,RIF AB3 SHIFT 2,B5,5,B,RIF only,6,R,0.901
AB3,Rec+,020820,T05,RIF AB3 SHIFT 2,B6,6,B,RIF only,6,R,0.763
AB3,Rec+,020820,T05,RIF AB3 SHIFT 2,C1,1,C,RIF only,7,X,0.909
AB3,Rec+,020820,T05,RIF AB3 SHIFT 2,C2,2,C,RIF only,7,X,0.86
AB3,Rec+,020820,T05,RIF AB3 SHIFT 2,C3,3,C,RIF only,7,X,0.858
AB3,Rec+,020820,T05,RIF AB3 SHIFT 2,C4,4,C,RIF only,7,R,0.856
AB3,Rec+,020820,T05,RIF AB3 SHIFT 2,C5,5,C,RIF only,7,R,0.842
AB3,Rec+,020820,T05,RIF AB3 SHIFT 2,C6,6,C,RIF only,7,R,0.774
AB3,Rec+,020820,T05,RIF AB3 SHIFT 2,D1,1,D,RIF only,8,X,1.113
AB3,Rec+,020820,T05,RIF AB3 SHIFT 2,D2,2,D,RIF only,8,X,0.979
AB3,Rec+,020820,T05,RIF AB3 SHIFT 2,D3,3,D,RIF only,8,X,1.041
AB3,Rec+,020820,T05,RIF AB3 SHIFT 2,D4,4,D,RIF only,8,R,0.759
AB3,Rec+,020820,T05,RIF AB3 SHIFT 2,D5,5,D,RIF only,8,R,0.731
AB3,Rec+,020820,T05,RIF AB3 SHIFT 2,D6,6,D,RIF only,8,R,0.701
AB3,Rec+,020820,T05,MIX AB3 SHIFT 2,A1,1,A,Mixed,5,X,0.94
AB3,Rec+,020820,T05,MIX AB3 SHIFT 2,A2,2,A,Mixed,5,X,0.988
AB3,Rec+,020820,T05,MIX AB3 SHIFT 2,A3,3,A,Mixed,5,X,0.934
AB3,Rec+,020820,T05,MIX AB3 SHIFT 2,A4,4,A,Mixed,5,S,0.902
AB3,Rec+,020820,T05,MIX AB3 SHIFT 2,A5,5,A,Mixed,5,R,0.86
AB3,Rec+,020820,T05,MIX AB3 SHIFT 2,A6,6,A,Mixed,5,B,0.971
AB3,Rec+,020820,T05,MIX AB3 SHIFT 2,B1,1,B,Mixed,6,X,0.93
AB3,Rec+,020820,T05,MIX AB3 SHIFT 2,B2,2,B,Mixed,6,X,0.895
AB3,Rec+,020820,T05,MIX AB3 SHIFT 2,B3,3,B,Mixed,6,X,0.871
AB3,Rec+,020820,T05,MIX AB3 SHIFT 2,B4,4,B,Mixed,6,S,0.824
AB3,Rec+,020820,T05,MIX AB3 SHIFT 2,B5,5,B,Mixed,6,R,0.894
AB3,Rec+,020820,T05,MIX AB3 SHIFT 2,B6,6,B,Mixed,6,B,0.801
AB3,Rec+,020820,T05,MIX AB3 SHIFT 2,C1,1,C,Mixed,7,X,0.867
AB3,Rec+,020820,T05,MIX AB3 SHIFT 2,C2,2,C,Mixed,7,X,0.82
AB3,Rec+,020820,T05,MIX AB3 SHIFT 2,C3,3,C,Mixed,7,X,0.807
AB3,Rec+,020820,T05,MIX AB3 SHIFT 2,C4,4,C,Mixed,7,S,0.761
AB3,Rec+,020820,T05,MIX AB3 SHIFT 2,C5,5,C,Mixed,7,R,0.778
AB3,Rec+,020820,T05,MIX AB3 SHIFT 2,C6,6,C,Mixed,7,B,0.806
AB3,Rec+,020820,T05,MIX AB3 SHIFT 2,D1,1,D,Mixed,8,X,1.051
AB3,Rec+,020820,T05,MIX AB3 SHIFT 2,D2,2,D,Mixed,8,X,0.992
AB3,Rec+,020820,T05,MIX AB3 SHIFT 2,D3,3,D,Mixed,8,X,0.989
AB3,Rec+,020820,T05,MIX AB3 SHIFT 2,D4,4,D,Mixed,8,S,0.695
AB3,Rec+,020820,T05,MIX AB3 SHIFT 2,D5,5,D,Mixed,8,R,0.687
AB3,Rec+,020820,T05,MIX AB3 SHIFT 2,D6,6,D,Mixed,8,B,0.696
AB3,Rec+,020820,T05,CMB AB3 SHIFT 2,A1,1,A,Combination,5,X,1.075
AB3,Rec+,020820,T05,CMB AB3 SHIFT 2,A2,2,A,Combination,5,X,1.096
AB3,Rec+,020820,T05,CMB AB3 SHIFT 2,A3,3,A,Combination,5,X,1.093
AB3,Rec+,020820,T05,CMB AB3 SHIFT 2,A4,4,A,Combination,5,B,0.068
AB3,Rec+,020820,T05,CMB AB3 SHIFT 2,A5,5,A,Combination,5,B,0.068
AB3,Rec+,020820,T05,CMB AB3 SHIFT 2,A6,6,A,Combination,5,B,0.07
AB3,Rec+,020820,T05,CMB AB3 SHIFT 2,B1,1,B,Combination,6,X,0.925
AB3,Rec+,020820,T05,CMB AB3 SHIFT 2,B2,2,B,Combination,6,X,0.891
AB3,Rec+,020820,T05,CMB AB3 SHIFT 2,B3,3,B,Combination,6,X,0.901
AB3,Rec+,020820,T05,CMB AB3 SHIFT 2,B4,4,B,Combination,6,B,0.066
AB3,Rec+,020820,T05,CMB AB3 SHIFT 2,B5,5,B,Combination,6,B,0.069
AB3,Rec+,020820,T05,CMB AB3 SHIFT 2,B6,6,B,Combination,6,B,0.069
AB3,Rec+,020820,T05,CMB AB3 SHIFT 2,C1,1,C,Combination,7,X,0.9
AB3,Rec+,020820,T05,CMB AB3 SHIFT 2,C2,2,C,Combination,7,X,0.844
AB3,Rec+,020820,T05,CMB AB3 SHIFT 2,C3,3,C,Combination,7,X,0.837
AB3,Rec+,020820,T05,CMB AB3 SHIFT 2,C4,4,C,Combination,7,B,0.066
AB3,Rec+,020820,T05,CMB AB3 SHIFT 2,C5,5,C,Combination,7,B,0.068
AB3,Rec+,020820,T05,CMB AB3 SHIFT 2,C6,6,C,Combination,7,B,0.068
AB3,Rec+,020820,T05,CMB AB3 SHIFT 2,D1,1,D,Combination,8,X,0.839
AB3,Rec+,020820,T05,CMB AB3 SHIFT 2,D2,2,D,Combination,8,X,0.775
AB3,Rec+,020820,T05,CMB AB3 SHIFT 2,D3,3,D,Combination,8,X,0.763
AB3,Rec+,020820,T05,CMB AB3 SHIFT 2,D4,4,D,Combination,8,B,0.061
AB3,Rec+,020820,T05,CMB AB3 SHIFT 2,D5,5,D,Combination,8,B,0.067
AB3,Rec+,020820,T05,CMB AB3 SHIFT 2,D6,6,D,Combination,8,B,0.068
AB3,Rec+,020820,T05,NOD 1 SHIFT 2,A1,1,A,No drug,5,X,1.452
AB3,Rec+,020820,T05,NOD 1 SHIFT 2,A2,2,A,No drug,5,X,1.343
AB3,Rec+,020820,T05,NOD 1 SHIFT 2,A3,3,A,No drug,5,X,1.262
AB3,Rec+,020820,T05,NOD 1 SHIFT 2,A4,4,A,No drug,5,X,1.063
AB3,Rec+,020820,T05,NOD 1 SHIFT 2,A5,5,A,No drug,5,X,1.165
AB3,Rec+,020820,T05,NOD 1 SHIFT 2,A6,6,A,No drug,5,X,1.055
AB3,Rec+,020820,T05,NOD 1 SHIFT 2,B1,1,B,No drug,6,X,1.309
AB3,Rec+,020820,T05,NOD 1 SHIFT 2,B2,2,B,No drug,6,X,1.749
AB3,Rec+,020820,T05,NOD 1 SHIFT 2,B3,3,B,No drug,6,X,1.303
AB3,Rec+,020820,T05,NOD 1 SHIFT 2,B4,4,B,No drug,6,X,1.305
AB3,Rec+,020820,T05,NOD 1 SHIFT 2,B5,5,B,No drug,6,X,1.194
AB3,Rec+,020820,T05,NOD 1 SHIFT 2,B6,6,B,No drug,6,X,1.16
AB3,Rec+,020820,T05,NOD 1 SHIFT 2,C1,1,C,No drug,7,X,0
AB3,Rec+,020820,T05,NOD 1 SHIFT 2,C2,2,C,No drug,7,X,0
AB3,Rec+,020820,T05,NOD 1 SHIFT 2,C3,3,C,No drug,7,X,0
AB3,Rec+,020820,T05,NOD 1 SHIFT 2,C4,4,C,No drug,7,X,0
AB3,Rec+,020820,T05,NOD 1 SHIFT 2,C5,5,C,No drug,7,X,0
AB3,Rec+,020820,T05,NOD 1 SHIFT 2,C6,6,C,No drug,7,X,0
AB3,Rec+,020820,T05,NOD 1 SHIFT 2,D1,1,D,No drug,8,X,0
AB3,Rec+,020820,T05,NOD 1 SHIFT 2,D2,2,D,No drug,8,X,0
AB3,Rec+,020820,T05,NOD 1 SHIFT 2,D3,3,D,No drug,8,X,0
AB3,Rec+,020820,T05,NOD 1 SHIFT 2,D4,4,D,No drug,8,X,0
AB3,Rec+,020820,T05,NOD 1 SHIFT 2,D5,5,D,No drug,8,X,0
AB3,Rec+,020820,T05,NOD 1 SHIFT 2,D6,6,D,No drug,8,X,0
AB3,Rec+,030820,T06,STR AB3 SHIFT 1,A1,1,A,STP only,1,X,0.923
AB3,Rec+,030820,T06,STR AB3 SHIFT 1,A2,2,A,STP only,1,X,0.883
AB3,Rec+,030820,T06,STR AB3 SHIFT 1,A3,3,A,STP only,1,X,0.812
AB3,Rec+,030820,T06,STR AB3 SHIFT 1,A4,4,A,STP only,1,S,0.761
AB3,Rec+,030820,T06,STR AB3 SHIFT 1,A5,5,A,STP only,1,S,0.74
AB3,Rec+,030820,T06,STR AB3 SHIFT 1,A6,6,A,STP only,1,S,0.731
AB3,Rec+,030820,T06,STR AB3 SHIFT 1,B1,1,B,STP only,2,X,0.891
AB3,Rec+,030820,T06,STR AB3 SHIFT 1,B2,2,B,STP only,2,X,0.807
AB3,Rec+,030820,T06,STR AB3 SHIFT 1,B3,3,B,STP only,2,X,0.687
AB3,Rec+,030820,T06,STR AB3 SHIFT 1,B4,4,B,STP only,2,S,0.527
AB3,Rec+,030820,T06,STR AB3 SHIFT 1,B5,5,B,STP only,2,S,0.504
AB3,Rec+,030820,T06,STR AB3 SHIFT 1,B6,6,B,STP only,2,S,0.562
AB3,Rec+,030820,T06,STR AB3 SHIFT 1,C1,1,C,STP only,3,X,0.831
AB3,Rec+,030820,T06,STR AB3 SHIFT 1,C2,2,C,STP only,3,X,0.836
AB3,Rec+,030820,T06,STR AB3 SHIFT 1,C3,3,C,STP only,3,X,0.725
AB3,Rec+,030820,T06,STR AB3 SHIFT 1,C4,4,C,STP only,3,S,0.586
AB3,Rec+,030820,T06,STR AB3 SHIFT 1,C5,5,C,STP only,3,S,0.55
AB3,Rec+,030820,T06,STR AB3 SHIFT 1,C6,6,C,STP only,3,S,0.604
AB3,Rec+,030820,T06,STR AB3 SHIFT 1,D1,1,D,STP only,4,X,0.928
AB3,Rec+,030820,T06,STR AB3 SHIFT 1,D2,2,D,STP only,4,X,0.9
AB3,Rec+,030820,T06,STR AB3 SHIFT 1,D3,3,D,STP only,4,X,0.84
AB3,Rec+,030820,T06,STR AB3 SHIFT 1,D4,4,D,STP only,4,S,0.723
AB3,Rec+,030820,T06,STR AB3 SHIFT 1,D5,5,D,STP only,4,S,0.724
AB3,Rec+,030820,T06,STR AB3 SHIFT 1,D6,6,D,STP only,4,S,0.779
AB3,Rec+,030820,T06,RIF AB3 SHIFT 1,A1,1,A,RIF only,1,X,0.971
AB3,Rec+,030820,T06,RIF AB3 SHIFT 1,A2,2,A,RIF only,1,X,0.993
AB3,Rec+,030820,T06,RIF AB3 SHIFT 1,A3,3,A,RIF only,1,X,0.837
AB3,Rec+,030820,T06,RIF AB3 SHIFT 1,A4,4,A,RIF only,1,R,0.861
AB3,Rec+,030820,T06,RIF AB3 SHIFT 1,A5,5,A,RIF only,1,R,0.782
AB3,Rec+,030820,T06,RIF AB3 SHIFT 1,A6,6,A,RIF only,1,R,0.866
AB3,Rec+,030820,T06,RIF AB3 SHIFT 1,B1,1,B,RIF only,2,X,0.942
AB3,Rec+,030820,T06,RIF AB3 SHIFT 1,B2,2,B,RIF only,2,X,1.026
AB3,Rec+,030820,T06,RIF AB3 SHIFT 1,B3,3,B,RIF only,2,X,0.949
AB3,Rec+,030820,T06,RIF AB3 SHIFT 1,B4,4,B,RIF only,2,R,0.878
AB3,Rec+,030820,T06,RIF AB3 SHIFT 1,B5,5,B,RIF only,2,R,0.781
AB3,Rec+,030820,T06,RIF AB3 SHIFT 1,B6,6,B,RIF only,2,R,0.799
AB3,Rec+,030820,T06,RIF AB3 SHIFT 1,C1,1,C,RIF only,3,X,0.923
AB3,Rec+,030820,T06,RIF AB3 SHIFT 1,C2,2,C,RIF only,3,X,0.949
AB3,Rec+,030820,T06,RIF AB3 SHIFT 1,C3,3,C,RIF only,3,X,0.887
AB3,Rec+,030820,T06,RIF AB3 SHIFT 1,C4,4,C,RIF only,3,R,0.831
AB3,Rec+,030820,T06,RIF AB3 SHIFT 1,C5,5,C,RIF only,3,R,0.822
AB3,Rec+,030820,T06,RIF AB3 SHIFT 1,C6,6,C,RIF only,3,R,0.792
AB3,Rec+,030820,T06,RIF AB3 SHIFT 1,D1,1,D,RIF only,4,X,0.988
AB3,Rec+,030820,T06,RIF AB3 SHIFT 1,D2,2,D,RIF only,4,X,0.955
AB3,Rec+,030820,T06,RIF AB3 SHIFT 1,D3,3,D,RIF only,4,X,0.892
AB3,Rec+,030820,T06,RIF AB3 SHIFT 1,D4,4,D,RIF only,4,R,0.853
AB3,Rec+,030820,T06,RIF AB3 SHIFT 1,D5,5,D,RIF only,4,R,0.777
AB3,Rec+,030820,T06,RIF AB3 SHIFT 1,D6,6,D,RIF only,4,R,0.75
AB3,Rec+,030820,T06,MIX AB3 SHIFT 1,A1,1,A,Mixed,1,X,0.749
AB3,Rec+,030820,T06,MIX AB3 SHIFT 1,A2,2,A,Mixed,1,X,0.726
AB3,Rec+,030820,T06,MIX AB3 SHIFT 1,A3,3,A,Mixed,1,X,0.633
AB3,Rec+,030820,T06,MIX AB3 SHIFT 1,A4,4,A,Mixed,1,S,0.739
AB3,Rec+,030820,T06,MIX AB3 SHIFT 1,A5,5,A,Mixed,1,R,0.683
AB3,Rec+,030820,T06,MIX AB3 SHIFT 1,A6,6,A,Mixed,1,B,0.823
AB3,Rec+,030820,T06,MIX AB3 SHIFT 1,B1,1,B,Mixed,2,X,0.851
AB3,Rec+,030820,T06,MIX AB3 SHIFT 1,B2,2,B,Mixed,2,X,0.727
AB3,Rec+,030820,T06,MIX AB3 SHIFT 1,B3,3,B,Mixed,2,X,0.697
AB3,Rec+,030820,T06,MIX AB3 SHIFT 1,B4,4,B,Mixed,2,S,0.679
AB3,Rec+,030820,T06,MIX AB3 SHIFT 1,B5,5,B,Mixed,2,R,0.734
AB3,Rec+,030820,T06,MIX AB3 SHIFT 1,B6,6,B,Mixed,2,B,0.763
AB3,Rec+,030820,T06,MIX AB3 SHIFT 1,C1,1,C,Mixed,3,X,0.836
AB3,Rec+,030820,T06,MIX AB3 SHIFT 1,C2,2,C,Mixed,3,X,0.682
AB3,Rec+,030820,T06,MIX AB3 SHIFT 1,C3,3,C,Mixed,3,X,0.667
AB3,Rec+,030820,T06,MIX AB3 SHIFT 1,C4,4,C,Mixed,3,S,0.713
AB3,Rec+,030820,T06,MIX AB3 SHIFT 1,C5,5,C,Mixed,3,R,0.659
AB3,Rec+,030820,T06,MIX AB3 SHIFT 1,C6,6,C,Mixed,3,B,0.687
AB3,Rec+,030820,T06,MIX AB3 SHIFT 1,D1,1,D,Mixed,4,X,0.706
AB3,Rec+,030820,T06,MIX AB3 SHIFT 1,D2,2,D,Mixed,4,X,0.654
AB3,Rec+,030820,T06,MIX AB3 SHIFT 1,D3,3,D,Mixed,4,X,0.621
AB3,Rec+,030820,T06,MIX AB3 SHIFT 1,D4,4,D,Mixed,4,S,0.674
AB3,Rec+,030820,T06,MIX AB3 SHIFT 1,D5,5,D,Mixed,4,R,0.627
AB3,Rec+,030820,T06,MIX AB3 SHIFT 1,D6,6,D,Mixed,4,B,0.705
AB3,Rec+,030820,T06,CMB AB3 SHIFT 1,A1,1,A,Combination,1,X,0.956
AB3,Rec+,030820,T06,CMB AB3 SHIFT 1,A2,2,A,Combination,1,X,0.95
AB3,Rec+,030820,T06,CMB AB3 SHIFT 1,A3,3,A,Combination,1,X,0.915
AB3,Rec+,030820,T06,CMB AB3 SHIFT 1,A4,4,A,Combination,1,B,0.071
AB3,Rec+,030820,T06,CMB AB3 SHIFT 1,A5,5,A,Combination,1,B,0.068
AB3,Rec+,030820,T06,CMB AB3 SHIFT 1,A6,6,A,Combination,1,B,0.068
AB3,Rec+,030820,T06,CMB AB3 SHIFT 1,B1,1,B,Combination,2,X,0.962
AB3,Rec+,030820,T06,CMB AB3 SHIFT 1,B2,2,B,Combination,2,X,0.919
AB3,Rec+,030820,T06,CMB AB3 SHIFT 1,B3,3,B,Combination,2,X,0.87
AB3,Rec+,030820,T06,CMB AB3 SHIFT 1,B4,4,B,Combination,2,B,0.07
AB3,Rec+,030820,T06,CMB AB3 SHIFT 1,B5,5,B,Combination,2,B,0.069
AB3,Rec+,030820,T06,CMB AB3 SHIFT 1,B6,6,B,Combination,2,B,0.068
AB3,Rec+,030820,T06,CMB AB3 SHIFT 1,C1,1,C,Combination,3,X,0.937
AB3,Rec+,030820,T06,CMB AB3 SHIFT 1,C2,2,C,Combination,3,X,0.862
AB3,Rec+,030820,T06,CMB AB3 SHIFT 1,C3,3,C,Combination,3,X,0.872
AB3,Rec+,030820,T06,CMB AB3 SHIFT 1,C4,4,C,Combination,3,B,0.072
AB3,Rec+,030820,T06,CMB AB3 SHIFT 1,C5,5,C,Combination,3,B,0.068
AB3,Rec+,030820,T06,CMB AB3 SHIFT 1,C6,6,C,Combination,3,B,0.068
AB3,Rec+,030820,T06,CMB AB3 SHIFT 1,D1,1,D,Combination,4,X,0.924
AB3,Rec+,030820,T06,CMB AB3 SHIFT 1,D2,2,D,Combination,4,X,0.855
AB3,Rec+,030820,T06,CMB AB3 SHIFT 1,D3,3,D,Combination,4,X,0.814
AB3,Rec+,030820,T06,CMB AB3 SHIFT 1,D4,4,D,Combination,4,B,0.072
AB3,Rec+,030820,T06,CMB AB3 SHIFT 1,D5,5,D,Combination,4,B,0.072
AB3,Rec+,030820,T06,CMB AB3 SHIFT 1,D6,6,D,Combination,4,B,0.068
AB3,Rec+,030820,T06,NOD SHIFT 1,A1,1,A,No drug,1,X,0.754
AB3,Rec+,030820,T06,NOD SHIFT 1,A2,2,A,No drug,1,X,0.732
AB3,Rec+,030820,T06,NOD SHIFT 1,A3,3,A,No drug,1,X,0.677
AB3,Rec+,030820,T06,NOD SHIFT 1,A4,4,A,No drug,1,X,0.739
AB3,Rec+,030820,T06,NOD SHIFT 1,A5,5,A,No drug,1,X,0.699
AB3,Rec+,030820,T06,NOD SHIFT 1,A6,6,A,No drug,1,X,0.786
AB3,Rec+,030820,T06,NOD SHIFT 1,B1,1,B,No drug,2,X,0.954
AB3,Rec+,030820,T06,NOD SHIFT 1,B2,2,B,No drug,2,X,0.837
AB3,Rec+,030820,T06,NOD SHIFT 1,B3,3,B,No drug,2,X,0.772
AB3,Rec+,030820,T06,NOD SHIFT 1,B4,4,B,No drug,2,X,0.756
AB3,Rec+,030820,T06,NOD SHIFT 1,B5,5,B,No drug,2,X,0.739
AB3,Rec+,030820,T06,NOD SHIFT 1,B6,6,B,No drug,2,X,0.776
AB3,Rec+,030820,T06,NOD SHIFT 1,C1,1,C,No drug,3,X,1.153
AB3,Rec+,030820,T06,NOD SHIFT 1,C2,2,C,No drug,3,X,1.594
AB3,Rec+,030820,T06,NOD SHIFT 1,C3,3,C,No drug,3,X,1.181
AB3,Rec+,030820,T06,NOD SHIFT 1,C4,4,C,No drug,3,X,1.251
AB3,Rec+,030820,T06,NOD SHIFT 1,C5,5,C,No drug,3,X,1.194
AB3,Rec+,030820,T06,NOD SHIFT 1,C6,6,C,No drug,3,X,1.224
AB3,Rec+,030820,T06,NOD SHIFT 1,D1,1,D,No drug,4,X,1.244
AB3,Rec+,030820,T06,NOD SHIFT 1,D2,2,D,No drug,4,X,1.348
AB3,Rec+,030820,T06,NOD SHIFT 1,D3,3,D,No drug,4,X,1.306
AB3,Rec+,030820,T06,NOD SHIFT 1,D4,4,D,No drug,4,X,0.953
AB3,Rec+,030820,T06,NOD SHIFT 1,D5,5,D,No drug,4,X,1.122
AB3,Rec+,030820,T06,NOD SHIFT 1,D6,6,D,No drug,4,X,1.157
AB3,Rec+,030820,T06,STR AB3 SHIFT 2,A1,1,A,STP only,5,X,0.881
AB3,Rec+,030820,T06,STR AB3 SHIFT 2,A2,2,A,STP only,5,X,0.776
AB3,Rec+,030820,T06,STR AB3 SHIFT 2,A3,3,A,STP only,5,X,0.653
AB3,Rec+,030820,T06,STR AB3 SHIFT 2,A4,4,A,STP only,5,S,0.736
AB3,Rec+,030820,T06,STR AB3 SHIFT 2,A5,5,A,STP only,5,S,0.754
AB3,Rec+,030820,T06,STR AB3 SHIFT 2,A6,6,A,STP only,5,S,0.77
AB3,Rec+,030820,T06,STR AB3 SHIFT 2,B1,1,B,STP only,6,X,0.888
AB3,Rec+,030820,T06,STR AB3 SHIFT 2,B2,2,B,STP only,6,X,0.815
AB3,Rec+,030820,T06,STR AB3 SHIFT 2,B3,3,B,STP only,6,X,0.815
AB3,Rec+,030820,T06,STR AB3 SHIFT 2,B4,4,B,STP only,6,S,0.847
AB3,Rec+,030820,T06,STR AB3 SHIFT 2,B5,5,B,STP only,6,S,0.797
AB3,Rec+,030820,T06,STR AB3 SHIFT 2,B6,6,B,STP only,6,S,0.807
AB3,Rec+,030820,T06,STR AB3 SHIFT 2,C1,1,C,STP only,7,X,0.958
AB3,Rec+,030820,T06,STR AB3 SHIFT 2,C2,2,C,STP only,7,X,0.879
AB3,Rec+,030820,T06,STR AB3 SHIFT 2,C3,3,C,STP only,7,X,0.783
